4295758293 601 0 95022352
4295758309 594 0 94518811
4295758325 753 0 99739376
4295758341 849 0 99292960
4295758357 814 0 99025456
4295758376 841 0 103290874
4295758392 650 0 94295691
4295758409 707 0 82475495
4295758425 728 0 79342674
4295758443 538 0 79494530
4295758459 732 0 90050822
4295758476 671 0 84893169
4295758493 790 0 98831056
4295758510 997 0 106686410
4295758526 637 0 71305448
4295758542 494 0 72444621
4295758558 658 0 80632322
4295758574 804 0 87240022
4295758591 981 0 106491626
4295758608 925 0 103713109
4295758624 1023 0 100792240
4295758640 731 0 97811488
4295758656 786 0 89732070
4295758672 847 0 92462678
4295758689 1121 0 107089562
4295758705 982 0 100060512
4295758721 839 0 99775968
4295758738 1084 0 105545146
4295758754 1077 0 100571232
4295758770 996 0 100337648
4295758788 1101 0 106668554
4295758804 954 0 99936400
4295758820 1021 0 100331536
4295758836 1014 0 100237472
4295758852 907 0 99356384
4295758868 1053 0 100736736
4295758884 1073 0 100501376
4295758900 981 0 100726096
4295758917 1014 0 106955866
4295758934 879 0 104688298
4295758950 971 0 99930608
4295758966 925 0 99903680
4295758982 902 0 100391984
4295758998 1052 0 100521536
4295759015 1119 0 106133322
4295759031 1061 0 100492208
4295759048 1015 0 106228842
4295759064 951 0 99711936
4295759081 1023 0 105939498
4295759098 968 0 93225814
4295759114 1017 0 99723664
4295759131 1053 0 107369914
4295759147 864 0 89927793
4295759163 992 0 101168048
4295759179 1053 0 100140784
4295759196 1063 0 106299082
4295759212 886 0 99949232
4295759228 1009 0 99614864
4295759245 1061 0 105960426
4295759261 1025 0 100684368
4295759278 1023 0 106772602
4295759294 988 0 99040960
4295759310 985 0 100127632
4295759327 929 0 105673178
4295759344 924 0 107893434
4295759361 905 0 105240458
4295759377 831 0 98984160
4295759393 959 0 100654944
4295759410 999 0 106429130
4295759427 653 0 100105381
4295759443 773 0 94607147
4295759459 1020 0 100507376
4295759475 970 0 94295334
4295759491 834 0 99104048
4295759507 884 0 100008768
4295759524 1031 0 100892608
4295759540 924 0 100948352
4295759556 1027 0 100322544
4295759572 903 0 100024576
4295759589 873 0 105969306
4295759605 980 0 99646208
4295759622 339 0 28307501
4295759639 0 0 0
4295759656 0 0 0
4295759672 0 0 0
4295759688 0 0 0
4295759706 0 0 0
4295759722 0 0 0
4295759738 0 0 0
4295759755 0 0 0
4295759772 0 0 0
4295759788 224 0 33481239
4295759804 806 0 87604844
4295759820 929 0 100528960
4295759836 919 0 99577312
4295759852 874 0 96803243
4295759868 966 0 99555232
4295759884 609 0 85900817
4295759900 711 0 91252523
4295759917 573 0 91625435
4295759933 710 0 99179648
4295759949 912 0 100330848
4295759965 899 0 97231600
4295759981 895 0 99933040
4295759997 889 0 94036454
4295760013 988 0 99982016
4295760029 877 0 100529952
4295760045 749 0 91388726
4295760061 871 0 96683339
4295760077 1010 0 100267680
4295760093 583 0 89577030
4295760109 707 0 96464960
4295760125 948 0 100214656
4295760141 967 0 92384598
4295760157 725 0 98576928
4295760173 846 0 98491360
4295760189 878 0 96110715
4295760205 883 0 99898320
4295760221 840 0 92614630
4295760237 776 0 99629104
4295760253 894 0 99530192
4295760269 915 0 99684400
4295760285 933 0 100023104
4295760301 981 0 100255344
4295760317 867 0 99333664
4295760333 999 0 100077904
4295760349 1025 0 101115920
4295760365 936 0 100304656
4295774807 671 0 100465008
4295774828 230 0 57852879
4295774844 497 0 78972733
4295774860 614 0 98714272
4295774876 668 0 100442480
4295774892 598 0 93414726
4295774908 654 0 98986560
4295774924 656 0 99656480
4295774940 654 0 99418544
4295774956 644 0 100119184
4295774972 667 0 98539440
4295774988 550 0 79800322
4295775004 551 0 91498070
4295775020 655 0 98109760
4295775036 470 0 83476076
4295775052 580 0 97054240
4295775068 507 0 96510336
4295775084 274 0 75292060
4295775100 350 0 89202859
4295775116 349 0 81700119
4295775132 451 0 77269410
4295775148 404 0 87942833
4295775164 534 0 98854144
4295775181 593 0 102202437
4295775197 326 0 90171046
4295775213 480 0 87758865
4295775229 512 0 92731190
4295775245 434 0 84465756
4295775263 560 0 91919734
4295775279 582 0 99178976
4295775295 626 0 100168016
4295775311 562 0 88774694
4295775327 577 0 98798000
4295775343 589 0 98914576
4295775359 568 0 97495568
4295775375 584 0 98596416
4295775391 542 0 95559723
4295775407 542 0 98198880
4295775423 361 0 87077361
4295775439 565 0 98846240
4295775455 632 0 97497627
4295775471 537 0 86641468
4295775487 542 0 98182000
4295775503 597 0 99524784
4295775519 638 0 98571616
4295775535 704 0 99875360
4295775551 663 0 99515200
4295775567 654 0 99091120
4295775585 542 0 89661793
4295775601 585 0 88660150
4295775617 546 0 100005856
4295775633 674 0 100347584
4295775649 658 0 97108715
4295775665 598 0 84452775
4295775681 113 0 31222450
4295775697 398 0 71570771
4295775715 387 0 83019676
4295775731 528 0 95666432
4295775747 413 0 69777635
4295775764 236 0 76722333
4295775781 340 0 75615549
4295775798 403 0 95541819
4295775815 432 0 101768581
4295775831 339 0 98038528
4295775847 306 0 90460198
4295775864 284 0 100333909
4295775881 424 0 104023834
4295775901 309 0 93308246
4295775917 436 0 95490587
4295775934 447 0 105994378
4295775951 317 0 79843058
4295775967 319 0 93623227
4295775984 544 0 95210171
4295776001 348 0 92068182
4295776018 415 0 98875152
4295776035 529 0 105068442
4295776051 393 0 99283568
4295776067 296 0 89678289
4295776083 335 0 89118689
4295776099 540 0 95396315
4295776115 357 0 99716800
4295776131 414 0 71425059
4295776147 318 0 88805185
4295776163 441 0 96285963
4295776179 453 0 99031952
4295776196 474 0 101751717
4295776212 302 0 96546379
4295776229 351 0 100327216
4295776246 337 0 98777904
4295776263 436 0 103692666
4295776279 392 0 98999696
4295776298 349 0 110387956
4295776314 380 0 100206896
4295776330 446 0 99200080
4295776347 428 0 99508672
4295776363 488 0 99071600
4295776381 204 0 81951511
4295776397 131 0 82521415
4295776414 110 0 70489032
4295776431 138 0 80850775
4295776447 105 0 65114627
4295776464 171 0 66238659
4295776481 528 0 100066277
4295776498 421 0 100799093
4295776514 375 0 96986096
4295776531 316 0 89937201
4295776548 474 0 98121680
4295776565 326 0 94989227
4295776581 432 0 99473824
4295776597 95 0 61113993
4295776614 239 0 81129911
4295776631 384 0 100784570
4295776647 295 0 84260119
4295776663 470 0 99487440
4295776681 325 0 95287227
4295776697 408 0 99594048
4295776713 401 0 96390448
4295776730 337 0 97316224
4295776747 415 0 105051850
4295776763 387 0 91613254
4295776780 393 0 81653666
4295776796 449 0 93877872
4295776812 294 0 86659590
4295776828 487 0 93621030
4295776844 427 0 98026880
4295776860 379 0 99585280
4295776876 448 0 96599387
4295776892 465 0 100047504
4295791619 0 0 75141661
4295791636 0 0 94374336
4295791652 0 0 98279376
4295791668 0 0 97527616
4295791684 0 0 90916374
4295791701 0 0 96452997
4295791717 0 0 90587990
4295791733 0 0 69709203
4295791749 0 0 87825121
4295791765 0 0 76488269
4295791781 0 0 70281523
4295791797 0 0 75386525
4295791813 0 0 58425284
4295791829 0 0 62992814
4295791845 0 0 62777657
4295791862 0 0 51291589
4295791878 0 0 15389305
4295791894 0 0 0
4295791910 0 0 0
4295791926 0 0 0
4295791942 0 0 0
read 277 profiled data
